"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET gold-0",41,1300,1500,1800,1800,2300,2500,3600,3600,3600
"GET gold-1",46,1200,1500,1700,1700,2200,2300,2500,2500,2500
"GET gold-2",41,1300,1500,1800,1900,2300,2600,3600,3600,3600
"GET gold-3",48,1200,1400,1600,1600,1700,2100,2500,2500,2500
"GET gold-4",47,1100,1300,1500,1600,2100,2400,2600,2600,2600
"GET gold-5",42,1300,1500,1800,1900,2100,2400,2600,2600,2600
"GET gold-6",22,1500,1700,1900,1900,2000,2100,2200,2200,2200
"GET gold-7",41,1300,1700,1800,1900,2200,2500,2600,2600,2600
"GET gold-8",48,1100,1400,1600,1700,2000,2000,2500,2500,2500
"Total",376,1300,1500,1700,1800,2100,2400,2600,2600,3600
