"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET silver-0",30,1600,1900,2200,2300,2700,2700,13000,13000,13000
"Total",30,1600,1900,2200,2300,2700,2700,13000,13000,13000
