"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET gold-0",32,1900,2100,2200,2200,2200,2400,2600,2600,2600
"GET gold-1",31,1900,2000,2100,2200,2300,2800,3000,3000,3000
"GET gold-10",33,1800,2000,2000,2100,2200,2500,2700,2700,2700
"GET gold-2",30,2000,2100,2200,2300,2400,2600,3000,3000,3000
"GET gold-3",33,1800,2000,2100,2200,2300,2500,2900,2900,2900
"GET gold-4",34,1700,2000,2100,2100,2300,2500,2900,2900,2900
"GET gold-5",32,1900,2100,2200,2200,2400,2400,2800,2800,2800
"GET gold-6",33,1800,1900,2000,2100,2300,2500,2600,2600,2600
"GET gold-7",33,1800,1900,2000,2100,2200,2400,3100,3100,3100
"GET gold-8",34,1800,1900,2000,2100,2200,2400,2900,2900,2900
"GET gold-9",35,1600,1800,2100,2200,2200,2400,2500,2500,2500
"Total",360,1800,2000,2100,2200,2300,2500,2800,2900,3100
