"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","silver-0",30,0,1200,1912,323,4789,19,0.53
"None","Total",30,0,1200,1912,323,4789,19,0.53
