"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET silver-0",30,1200,3000,3300,3700,4300,4600,4800,4800,4800
"Total",30,1200,3000,3300,3700,4300,4600,4800,4800,4800
