"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","silver-0",13,0,4400,4554,2685,7508,19,0.22
"GET","silver-1",13,0,4400,4539,2772,7504,19,0.22
"GET","silver-2",12,0,4500,4627,2967,7502,19,0.20
"GET","silver-3",12,0,4400,4587,2515,7710,19,0.20
"GET","silver-4",12,0,4400,4818,2971,7371,19,0.20
"GET","silver-5",13,0,4300,4564,2578,7600,19,0.22
"GET","silver-6",13,0,4500,4546,2715,7512,19,0.22
"GET","silver-7",13,0,4300,4532,2810,7483,19,0.22
"GET","silver-8",13,0,4400,4569,2697,7700,19,0.22
"None","Total",114,0,4400,4591,2515,7710,19,1.93
