"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","gold-0",34,0,1700,1735,940,3192,19,0.57
"GET","gold-1",34,0,1700,1708,1239,2598,19,0.57
"GET","gold-2",34,0,1700,1718,787,2929,19,0.57
"GET","gold-3",34,0,1700,1744,1189,2819,19,0.57
"GET","gold-4",36,0,1600,1656,1303,2622,19,0.61
"GET","gold-5",34,0,1600,1743,1317,3226,19,0.57
"GET","gold-6",36,0,1700,1662,388,2999,19,0.61
"GET","gold-7",34,0,1700,1711,1009,2788,19,0.57
"GET","gold-8",34,0,1700,1712,1412,2612,19,0.57
"GET","gold-9",34,0,1600,1721,1130,2890,19,0.57
"None","Total",344,0,1700,1710,388,3226,19,5.79
