"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET silver-0",25,1700,2000,3100,3900,4200,4600,6400,6400,6400
"GET silver-1",25,1700,2100,2400,3700,4200,4400,7900,7900,7900
"GET silver-2",25,1700,2000,2800,3700,4200,4300,7800,7800,7800
"GET silver-3",25,1700,2000,3000,3900,4200,4500,6200,6200,6200
"GET silver-4",25,1600,2100,3000,3500,4000,4000,7700,7700,7700
"GET silver-5",26,1700,2100,2900,3400,4500,4500,5900,5900,5900
"GET silver-6",26,1800,2100,2300,3900,4400,5200,5300,5300,5300
"GET silver-7",25,1600,2100,3000,3700,4100,4800,6700,6700,6700
"GET silver-8",26,1800,2100,2300,3700,4800,4900,5600,5600,5600
"GET silver-9",25,1600,2100,3000,3700,4200,4800,6500,6500,6500
"Total",253,1700,2100,3000,3700,4200,4800,6400,7700,7900
