"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","silver-0",41,0,1600,1444,1097,1767,19,0.69
"GET","silver-1",41,0,1600,1443,1114,1930,19,0.69
"GET","silver-2",41,0,1600,1443,1098,1764,19,0.69
"GET","silver-3",41,0,1500,1443,1106,1919,19,0.69
"GET","silver-4",41,0,1600,1431,1113,1923,19,0.69
"GET","silver-5",40,0,1600,1439,1104,1785,19,0.67
"GET","silver-6",41,0,1600,1430,1096,1902,19,0.69
"GET","silver-7",40,0,1600,1440,1086,1801,19,0.67
"GET","silver-8",41,0,1500,1443,1116,1862,19,0.69
"GET","silver-9",41,0,1600,1443,1116,1916,19,0.69
"None","Total",408,0,1600,1440,1086,1930,19,6.85
