"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET silver-0",16,4000,4200,4400,4400,5500,5500,5500,5500,5500
"GET silver-1",16,3100,3600,4400,4400,5300,5400,5400,5400,5400
"Total",32,3600,4000,4400,4400,5300,5500,5500,5500,5500
