"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET gold-0",38,1500,1600,1700,1700,1900,2100,2600,2600,2600
"GET gold-1",37,1500,1700,1700,1700,1700,2200,2300,2300,2300
"GET gold-2",37,1500,1600,1700,1700,1900,2100,2300,2300,2300
"GET gold-3",36,1600,1600,1800,1800,2000,2600,2800,2800,2800
"GET gold-4",38,1600,1600,1700,1700,1900,2000,2700,2700,2700
"GET gold-5",37,1500,1600,1700,1800,2000,2300,2600,2600,2600
"GET gold-6",37,1600,1700,1700,1700,2000,2300,3000,3000,3000
"GET gold-7",39,1600,1700,1800,1800,1800,2000,2100,2100,2100
"Total",299,1500,1600,1700,1700,1900,2100,2600,2700,3000
