"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET gold-0",18,2800,3600,5500,6200,8000,8100,8100,8100,8100
"GET gold-1",21,2000,2500,3900,5200,6600,6900,8000,8000,8000
"GET gold-2",19,2700,3500,4200,4300,6700,7900,7900,7900,7900
"GET gold-3",18,2300,3300,4100,6100,7500,8200,8200,8200,8200
"GET gold-4",22,1900,2400,3800,4100,6400,8100,8100,8100,8100
"GET gold-5",18,2700,3200,5900,6700,7900,8200,8200,8200,8200
"GET gold-6",20,1700,3300,6000,6400,8200,8400,8400,8400,8400
"GET gold-7",16,3200,4900,6100,6100,7400,7700,7700,7700,7700
"GET gold-8",18,2900,3900,4300,4600,6500,8400,8400,8400,8400
"Total",170,2300,3500,4300,5900,7400,8000,8200,8400,8400
