"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","silver-0",33,0,1900,1777,1343,2687,19,0.56
"GET","silver-1",33,0,1800,1774,1374,2294,19,0.56
"GET","silver-2",33,0,1900,1770,1328,2078,19,0.56
"GET","silver-3",33,0,1900,1774,1395,2162,19,0.56
"GET","silver-4",33,0,1900,1773,1363,2130,19,0.56
"GET","silver-5",33,0,1900,1772,1322,2131,19,0.56
"GET","silver-6",33,0,1800,1776,1348,2382,19,0.56
"GET","silver-7",33,0,1900,1771,1323,2096,19,0.56
"GET","silver-8",33,0,1800,1775,1355,2347,19,0.56
"GET","silver-9",34,0,1800,1756,1338,2098,19,0.57
"None","Total",331,0,1900,1772,1322,2687,19,5.59
