"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","silver-0",30,0,1900,1963,1399,4106,19,0.50
"GET","silver-1",30,0,2000,1968,1393,3604,19,0.50
"GET","silver-2",30,0,1900,1961,1399,4291,19,0.50
"GET","silver-3",29,0,2000,1989,1395,3698,19,0.49
"GET","silver-4",30,0,2000,1966,1386,4068,19,0.50
"GET","silver-5",30,0,1900,1969,1382,3685,19,0.50
"GET","silver-6",30,0,2000,1960,1390,3677,19,0.50
"GET","silver-7",30,0,2000,1958,1392,3630,19,0.50
"GET","silver-8",30,0,1900,1968,1394,3598,19,0.50
"GET","silver-9",30,0,2000,1964,1362,3863,19,0.50
"None","Total",299,0,2000,1966,1362,4291,19,5.01
