"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET silver-0",18758549,7,8,9,10,12,15,21,30,133000
"GET silver-1",18759977,7,8,9,10,12,15,21,30,130000
"Total",37518526,7,8,9,10,12,15,21,30,133000
