sep=;
Time;cpu/usage_rate.sum;cpu/request.sum;performance.gold.users
2019-08-05T11:17:17.500Z;null;null;undefined
2019-08-05T11:17:18.000Z;null;null;undefined
2019-08-05T11:17:18.500Z;null;null;undefined
2019-08-05T11:17:19.000Z;null;null;undefined
2019-08-05T11:17:19.500Z;null;null;undefined
2019-08-05T11:17:20.000Z;null;null;undefined
2019-08-05T11:17:20.500Z;null;null;undefined
2019-08-05T11:17:21.000Z;null;null;undefined
2019-08-05T11:17:21.500Z;null;null;undefined
2019-08-05T11:17:22.000Z;null;null;undefined
2019-08-05T11:17:22.500Z;null;null;undefined
2019-08-05T11:17:23.000Z;null;null;undefined
2019-08-05T11:17:23.500Z;null;null;undefined
2019-08-05T11:17:24.000Z;null;null;undefined
2019-08-05T11:17:24.500Z;null;null;undefined
2019-08-05T11:17:25.000Z;null;null;undefined
2019-08-05T11:17:25.500Z;null;null;undefined
2019-08-05T11:17:26.000Z;null;null;undefined
2019-08-05T11:17:26.500Z;null;null;undefined
2019-08-05T11:17:27.000Z;null;null;undefined
2019-08-05T11:17:27.500Z;null;null;undefined
2019-08-05T11:17:28.000Z;null;null;undefined
2019-08-05T11:17:28.500Z;null;null;undefined
2019-08-05T11:17:29.000Z;null;null;undefined
2019-08-05T11:17:29.500Z;null;null;undefined
2019-08-05T11:17:30.000Z;1369;1750;undefined
2019-08-05T11:17:30.500Z;null;null;undefined
2019-08-05T11:17:31.000Z;null;null;undefined
2019-08-05T11:17:31.500Z;null;null;undefined
2019-08-05T11:17:32.000Z;null;null;undefined
2019-08-05T11:17:32.500Z;null;null;undefined
2019-08-05T11:17:33.000Z;null;null;undefined
2019-08-05T11:17:33.500Z;null;null;undefined
2019-08-05T11:17:34.000Z;null;null;undefined
2019-08-05T11:17:34.500Z;null;null;undefined
2019-08-05T11:17:35.000Z;null;null;undefined
2019-08-05T11:17:35.500Z;null;null;undefined
2019-08-05T11:17:36.000Z;null;null;undefined
2019-08-05T11:17:36.500Z;null;null;undefined
2019-08-05T11:17:37.000Z;null;null;undefined
2019-08-05T11:17:37.500Z;null;null;undefined
2019-08-05T11:17:38.000Z;null;null;undefined
2019-08-05T11:17:38.500Z;null;null;undefined
2019-08-05T11:17:39.000Z;null;null;undefined
2019-08-05T11:17:39.500Z;null;null;undefined
2019-08-05T11:17:40.000Z;null;null;undefined
2019-08-05T11:17:40.500Z;null;null;undefined
2019-08-05T11:17:41.000Z;null;null;undefined
2019-08-05T11:17:41.500Z;null;null;undefined
2019-08-05T11:17:42.000Z;null;null;undefined
2019-08-05T11:17:42.500Z;null;null;undefined
2019-08-05T11:17:43.000Z;null;null;undefined
2019-08-05T11:17:43.500Z;null;null;undefined
2019-08-05T11:17:44.000Z;null;null;undefined
2019-08-05T11:17:44.500Z;null;null;undefined
2019-08-05T11:17:45.000Z;1689;1750;undefined
2019-08-05T11:17:45.500Z;null;null;undefined
2019-08-05T11:17:46.000Z;null;null;undefined
2019-08-05T11:17:46.500Z;null;null;undefined
2019-08-05T11:17:47.000Z;null;null;undefined
2019-08-05T11:17:47.500Z;null;null;undefined
2019-08-05T11:17:48.000Z;null;null;undefined
2019-08-05T11:17:48.500Z;null;null;undefined
2019-08-05T11:17:49.000Z;null;null;undefined
2019-08-05T11:17:49.500Z;null;null;undefined
2019-08-05T11:17:50.000Z;null;null;undefined
2019-08-05T11:17:50.500Z;null;null;undefined
2019-08-05T11:17:51.000Z;null;null;undefined
2019-08-05T11:17:51.500Z;null;null;undefined
2019-08-05T11:17:52.000Z;null;null;undefined
2019-08-05T11:17:52.500Z;null;null;undefined
2019-08-05T11:17:53.000Z;null;null;undefined
2019-08-05T11:17:53.500Z;null;null;undefined
2019-08-05T11:17:54.000Z;null;null;undefined
2019-08-05T11:17:54.500Z;null;null;undefined
2019-08-05T11:17:55.000Z;null;null;undefined
2019-08-05T11:17:55.500Z;null;null;undefined
2019-08-05T11:17:56.000Z;null;null;undefined
2019-08-05T11:17:56.500Z;null;null;undefined
2019-08-05T11:17:57.000Z;null;null;undefined
2019-08-05T11:17:57.500Z;null;null;undefined
2019-08-05T11:17:58.000Z;null;null;undefined
2019-08-05T11:17:58.500Z;null;null;undefined
2019-08-05T11:17:59.000Z;null;null;undefined
2019-08-05T11:17:59.500Z;null;null;undefined
2019-08-05T11:18:00.000Z;1722;1750;undefined
2019-08-05T11:18:00.500Z;null;null;undefined
2019-08-05T11:18:01.000Z;null;null;undefined
2019-08-05T11:18:01.500Z;null;null;undefined
2019-08-05T11:18:02.000Z;null;null;undefined
2019-08-05T11:18:02.500Z;null;null;undefined
2019-08-05T11:18:03.000Z;null;null;undefined
2019-08-05T11:18:03.500Z;null;null;undefined
2019-08-05T11:18:04.000Z;null;null;undefined
2019-08-05T11:18:04.500Z;null;null;undefined
2019-08-05T11:18:05.000Z;null;null;undefined
2019-08-05T11:18:05.500Z;null;null;undefined
2019-08-05T11:18:06.000Z;null;null;undefined
2019-08-05T11:18:06.500Z;null;null;undefined
2019-08-05T11:18:07.000Z;null;null;undefined
2019-08-05T11:18:07.500Z;null;null;undefined
2019-08-05T11:18:08.000Z;null;null;undefined
2019-08-05T11:18:08.500Z;null;null;undefined
2019-08-05T11:18:09.000Z;null;null;undefined
2019-08-05T11:18:09.500Z;null;null;undefined
2019-08-05T11:18:10.000Z;null;null;undefined
2019-08-05T11:18:10.500Z;null;null;undefined
2019-08-05T11:18:11.000Z;null;null;undefined
2019-08-05T11:18:11.500Z;null;null;undefined
2019-08-05T11:18:12.000Z;null;null;undefined
2019-08-05T11:18:12.500Z;null;null;undefined
2019-08-05T11:18:13.000Z;null;null;undefined
2019-08-05T11:18:13.500Z;null;null;undefined
2019-08-05T11:18:14.000Z;null;null;undefined
2019-08-05T11:18:14.500Z;null;null;undefined
2019-08-05T11:18:15.000Z;1426;1500;undefined
2019-08-05T11:18:15.500Z;null;null;undefined
2019-08-05T11:18:16.000Z;null;null;undefined
2019-08-05T11:18:16.500Z;null;null;undefined
2019-08-05T11:18:17.000Z;null;null;undefined
2019-08-05T11:18:17.500Z;null;null;undefined
2019-08-05T11:18:18.000Z;null;null;undefined
2019-08-05T11:18:18.500Z;null;null;undefined
2019-08-05T11:18:19.000Z;null;null;undefined
2019-08-05T11:18:19.500Z;null;null;undefined
2019-08-05T11:18:20.000Z;null;null;undefined
2019-08-05T11:18:20.500Z;null;null;undefined
2019-08-05T11:18:21.000Z;null;null;undefined
2019-08-05T11:18:21.500Z;null;null;undefined
2019-08-05T11:18:22.000Z;null;null;undefined
2019-08-05T11:18:22.500Z;null;null;undefined
2019-08-05T11:18:23.000Z;null;null;undefined
2019-08-05T11:18:23.500Z;null;null;undefined
2019-08-05T11:18:24.000Z;null;null;undefined
2019-08-05T11:18:24.500Z;null;null;undefined
2019-08-05T11:18:25.000Z;null;null;undefined
2019-08-05T11:18:25.500Z;null;null;undefined
2019-08-05T11:18:26.000Z;null;null;undefined
2019-08-05T11:18:26.500Z;null;null;undefined
2019-08-05T11:18:27.000Z;null;null;undefined
2019-08-05T11:18:27.500Z;null;null;undefined
2019-08-05T11:18:28.000Z;null;null;undefined
2019-08-05T11:18:28.500Z;null;null;undefined
2019-08-05T11:18:29.000Z;null;null;undefined
2019-08-05T11:18:29.500Z;null;null;undefined
2019-08-05T11:18:30.000Z;null;1500;undefined
2019-08-05T11:18:30.500Z;null;null;undefined
2019-08-05T11:18:31.000Z;null;null;undefined
2019-08-05T11:18:31.500Z;null;null;undefined
2019-08-05T11:18:32.000Z;null;null;undefined
2019-08-05T11:18:32.500Z;null;null;undefined
2019-08-05T11:18:33.000Z;null;null;undefined
2019-08-05T11:18:33.500Z;null;null;undefined
2019-08-05T11:18:34.000Z;null;null;undefined
2019-08-05T11:18:34.500Z;null;null;undefined
2019-08-05T11:18:35.000Z;null;null;undefined
2019-08-05T11:18:35.500Z;null;null;undefined
2019-08-05T11:18:36.000Z;null;null;undefined
2019-08-05T11:18:36.500Z;null;null;undefined
2019-08-05T11:18:37.000Z;null;null;undefined
2019-08-05T11:18:37.500Z;null;null;undefined
2019-08-05T11:18:38.000Z;null;null;undefined
2019-08-05T11:18:38.500Z;null;null;undefined
2019-08-05T11:18:39.000Z;null;null;undefined
2019-08-05T11:18:39.500Z;null;null;undefined
2019-08-05T11:18:40.000Z;null;null;undefined
2019-08-05T11:18:40.500Z;null;null;undefined
2019-08-05T11:18:41.000Z;null;null;undefined
2019-08-05T11:18:41.500Z;null;null;undefined
2019-08-05T11:18:42.000Z;null;null;undefined
2019-08-05T11:18:42.500Z;null;null;undefined
2019-08-05T11:18:43.000Z;null;null;undefined
2019-08-05T11:18:43.500Z;null;null;undefined
2019-08-05T11:18:44.000Z;null;null;undefined
2019-08-05T11:18:44.500Z;null;null;undefined
