"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","silver-0",35,0,1800,1691,1179,2786,19,0.59
"GET","silver-1",34,0,1800,1707,1167,2908,19,0.57
"GET","silver-2",35,0,1800,1690,1190,2766,19,0.59
"GET","silver-3",34,0,1800,1708,1190,2825,19,0.57
"GET","silver-4",34,0,1800,1706,1199,2851,19,0.57
"GET","silver-5",35,0,1800,1689,996,2791,19,0.59
"GET","silver-6",35,0,1700,1689,965,2776,19,0.59
"GET","silver-7",34,0,1700,1706,1200,2922,19,0.57
"GET","silver-8",35,0,1800,1691,1204,2817,19,0.59
"None","Total",311,0,1800,1697,965,2922,19,5.22
