"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET gold-0",30,1900,2200,2400,2500,2800,3100,3200,3200,3200
"GET gold-1",30,1800,2100,2400,2800,3400,3600,4100,4100,4100
"GET gold-2",26,2000,2300,2500,3100,3300,3500,3600,3600,3600
"GET gold-3",31,1700,2200,2200,2300,2500,3100,4400,4400,4400
"GET gold-4",33,1700,1900,2200,2300,2500,3300,3600,3600,3600
"GET gold-5",31,1800,2300,2500,2500,2700,3200,3600,3600,3600
"GET gold-6",33,1700,2200,2200,2400,2500,3600,3700,3700,3700
"GET gold-7",29,1600,1800,2100,2600,3300,4500,5300,5300,5300
"Total",243,1700,2200,2300,2500,3100,3300,3700,4400,5300
