"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","gold-0",34,0,1800,1754,1086,2042,19,0.57
"GET","gold-1",33,0,1800,1757,1316,2094,19,0.56
"GET","gold-2",34,0,1800,1755,1098,2055,19,0.57
"GET","gold-3",33,0,1800,1757,1297,1990,19,0.56
"GET","gold-4",33,0,1800,1775,1559,2031,19,0.56
"GET","gold-5",33,0,1700,1759,1525,2035,19,0.56
"GET","gold-6",33,0,1800,1766,1555,2047,19,0.56
"GET","gold-7",34,0,1800,1751,886,2099,19,0.57
"GET","gold-8",33,0,1800,1759,1470,2017,19,0.56
"GET","gold-9",34,0,1700,1743,891,2006,19,0.57
"None","Total",334,0,1800,1757,886,2099,19,5.64
