"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","silver-0",711,0,61,83,25,2014,19,11.85
"GET","silver-1",710,0,64,84,20,2069,19,11.83
"None","Total",1421,0,62,83,20,2069,19,23.68
