"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET silver-0",21,2800,3600,3700,5100,5600,6200,7200,7200,7200
"Total",21,2800,3600,3700,5100,5600,6200,7200,7200,7200
