"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET gold-0",30,1800,2100,2300,2400,2800,2800,3700,3700,3700
"GET gold-1",30,1900,2100,2200,2300,2500,2600,3200,3200,3200
"GET gold-2",33,1700,2000,2100,2200,2300,2500,3300,3300,3300
"GET gold-3",32,1800,2000,2100,2100,2400,2600,2800,2800,2800
"GET gold-4",32,1800,2000,2300,2300,2500,2600,3800,3800,3800
"GET gold-5",30,1900,2100,2400,2500,2600,2800,3000,3000,3000
"GET gold-6",30,2000,2100,2200,2300,2400,2600,2600,2600,2600
"GET gold-7",29,2000,2200,2300,2300,2500,2500,2600,2600,2600
"Total",246,1900,2100,2200,2300,2500,2600,3000,3300,3800
