"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET gold-0",27,2000,2200,2400,2600,2900,2900,3000,3000,3000
"Total",27,2000,2200,2400,2600,2900,2900,3000,3000,3000
