"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET silver-0",46,1100,1900,2100,2300,3000,3900,4500,4500,4500
"GET silver-1",47,1100,1900,2100,2300,3000,3800,4400,4400,4400
"Total",93,1100,1900,2100,2300,3000,3900,4400,4500,4500
