"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET gold-0",15,2300,4800,6600,6600,6700,8600,8600,8600,8600
"GET gold-1",25,1300,3700,4000,4600,5000,5200,8700,8700,8700
"GET gold-2",18,2800,3600,3800,6400,6700,8500,8500,8500,8500
"GET gold-3",19,2500,4600,4900,4900,6700,8700,8700,8700,8700
"GET gold-4",16,3600,4100,4900,4900,6600,7800,7800,7800,7800
"GET gold-5",19,2000,3200,5500,6300,6500,8600,8600,8600,8600
"GET gold-6",26,2100,2800,3600,3700,5000,5100,5300,5300,5300
"GET gold-7",20,2000,3700,5300,6300,6700,8400,8400,8400,8400
"Total",158,2100,3700,4700,5000,6600,6700,8600,8700,8700
