"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET silver-0",12,3600,5000,5600,5600,8800,24000,24000,24000,24000
"GET silver-1",11,3600,5400,5600,5600,8800,24000,24000,24000,24000
"Total",23,3600,5400,5600,5600,8800,24000,24000,24000,24000
