"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","silver-0",14,0,3900,4090,1937,5497,19,0.24
"GET","silver-1",14,0,3700,4074,2378,5633,19,0.24
"GET","silver-2",14,0,3600,3861,2309,5397,19,0.24
"GET","silver-3",15,0,3800,3956,2273,5597,19,0.25
"GET","silver-4",14,0,3700,3877,2303,5410,19,0.24
"GET","silver-5",14,0,3800,4038,2359,5767,19,0.24
"GET","silver-6",14,0,3500,4055,2450,5718,19,0.24
"GET","silver-7",15,0,3600,3902,2107,5512,19,0.25
"GET","silver-8",15,0,3700,3917,2205,5417,19,0.25
"GET","silver-9",15,0,3800,3936,2209,5492,19,0.25
"None","Total",144,0,3800,3969,1937,5767,19,2.44
