"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET silver-0",17,3800,4100,4100,4300,4600,5600,5600,5600,5600
"GET silver-1",17,3800,4000,4200,4300,4500,5700,5700,5700,5700
"Total",34,3800,4100,4200,4300,4500,5600,5700,5700,5700
