"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET gold-0",48,1100,1200,1500,1700,2200,2300,2700,2700,2700
"GET gold-1",45,1200,1300,1500,1800,2100,2400,2600,2600,2600
"GET gold-2",44,1200,1400,1600,1800,2000,2300,2600,2600,2600
"GET gold-3",49,1100,1300,1300,1400,1900,2300,3000,3000,3000
"GET gold-4",45,1200,1300,1400,1700,2200,2400,2600,2600,2600
"GET gold-5",49,1100,1200,1300,1500,2000,2100,2600,2600,2600
"GET gold-6",47,1200,1300,1500,1500,2000,2300,2500,2500,2500
"GET gold-7",46,1200,1300,1500,1600,2000,2400,3000,3000,3000
"GET gold-8",46,1200,1300,1400,1500,1700,2300,2600,2600,2600
"Total",419,1200,1300,1400,1600,2000,2400,2500,2600,3000
