"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET gold-0",31,1800,2000,2100,2200,2700,2900,3100,3100,3100
"GET gold-1",36,1600,1900,2100,2100,2300,2400,2400,2400,2400
"GET gold-10",31,1900,2000,2200,2400,2800,2900,2900,2900,2900
"GET gold-2",34,1600,1700,2000,2200,2500,3000,3000,3000,3000
"GET gold-3",32,1900,2100,2200,2300,2400,2800,4400,4400,4400
"GET gold-4",34,1700,1800,2300,2400,2600,2900,3100,3100,3100
"GET gold-5",32,1800,1900,2200,2200,2300,2700,2900,2900,2900
"GET gold-6",34,1700,1900,2100,2100,2300,2500,2500,2500,2500
"GET gold-7",33,1700,1800,2000,2100,2400,2900,2900,2900,2900
"GET gold-8",33,1700,1800,2000,2200,2600,2900,3100,3100,3100
"GET gold-9",33,1800,1900,2200,2200,2300,2500,3000,3000,3000
"Total",363,1700,1900,2100,2200,2500,2800,2900,3100,4400
