"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","gold-0",31,0,1800,1885,785,3125,19,0.53
"GET","gold-1",36,0,1600,1627,574,2388,19,0.61
"GET","gold-10",31,0,1900,1897,619,2921,19,0.53
"GET","gold-2",34,0,1600,1716,834,2975,19,0.58
"GET","gold-3",32,0,1700,1835,501,4359,19,0.54
"GET","gold-4",34,0,1600,1724,591,3107,19,0.58
"GET","gold-5",32,0,1800,1853,1023,2887,19,0.54
"GET","gold-6",34,0,1700,1716,579,2524,19,0.58
"GET","gold-7",33,0,1700,1781,1059,2915,19,0.56
"GET","gold-8",33,0,1700,1787,660,3147,19,0.56
"GET","gold-9",33,0,1800,1784,663,2996,19,0.56
"None","Total",363,0,1700,1779,501,4359,19,6.17
