"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","silver-0",14,0,4300,4002,2007,5667,19,0.24
"GET","silver-1",14,0,4500,4062,1945,6379,19,0.24
"GET","silver-2",15,0,4300,3957,1738,5370,19,0.25
"GET","silver-3",14,0,4400,4104,1721,6787,19,0.24
"GET","silver-4",15,0,4200,3944,1705,5328,19,0.25
"GET","silver-5",14,0,4400,4045,2130,6178,19,0.24
"GET","silver-6",14,0,4500,4082,1801,6585,19,0.24
"GET","silver-7",14,0,4400,4119,1688,7059,19,0.24
"GET","silver-8",14,0,4400,4019,2135,5964,19,0.24
"GET","silver-9",14,0,4500,4133,1667,7290,19,0.24
"None","Total",142,0,4500,4045,1667,7290,19,2.40
