"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","silver-0",14,0,3900,4165,1764,8241,19,0.24
"GET","silver-1",14,0,4500,4108,1522,7939,19,0.24
"GET","silver-2",14,0,4400,4108,1526,7293,19,0.24
"GET","silver-3",15,0,3800,3991,1685,6722,19,0.25
"GET","silver-4",14,0,4100,4164,1750,8092,19,0.24
"GET","silver-5",14,0,4300,4109,1522,7977,19,0.24
"GET","silver-6",15,0,4200,3973,1627,6489,19,0.25
"GET","silver-7",14,0,4000,4168,1517,8365,19,0.24
"GET","silver-8",14,0,3800,4107,1637,6833,19,0.24
"GET","silver-9",14,0,4100,4107,1631,6988,19,0.24
"None","Total",142,0,4300,4098,1517,8365,19,2.39
