"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","gold-0",30,0,1800,1956,1164,4268,19,0.50
"GET","gold-1",27,0,2000,2129,1303,4663,19,0.45
"GET","gold-10",28,0,2000,2118,988,3694,19,0.47
"GET","gold-2",30,0,1900,1932,1019,3327,19,0.50
"GET","gold-3",30,0,1900,1935,794,3417,19,0.50
"GET","gold-4",30,0,1800,1959,1075,4003,19,0.50
"GET","gold-5",30,0,1900,1971,931,3901,19,0.50
"GET","gold-6",29,0,1900,2004,773,4416,19,0.49
"GET","gold-7",29,0,2000,1989,484,3903,19,0.49
"GET","gold-8",31,0,1800,1900,887,3163,19,0.52
"GET","gold-9",33,0,1800,1803,703,3397,19,0.55
"None","Total",327,0,1900,1968,484,4663,19,5.50
