"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET gold-0",3,14000,14000,23000,23000,23000,23000,23000,23000,23000
"GET gold-1",3,14000,14000,25000,25000,25000,25000,25000,25000,25000
"GET gold-2",3,13000,13000,20000,20000,20000,20000,20000,20000,20000
"GET gold-3",4,13000,13000,15000,15000,15000,15000,15000,15000,15000
"GET gold-4",3,15000,15000,17000,17000,17000,17000,17000,17000,17000
"GET gold-5",3,14000,14000,17000,17000,17000,17000,17000,17000,17000
"GET gold-6",3,18000,18000,26000,26000,26000,26000,26000,26000,26000
"GET gold-7",3,15000,15000,20000,20000,20000,20000,20000,20000,20000
"GET gold-8",4,14000,14000,16000,16000,16000,16000,16000,16000,16000
"Total",29,14000,15000,17000,18000,23000,25000,26000,26000,26000
