"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET gold-0",43,1300,1600,1700,1800,2000,2000,3600,3600,3600
"GET gold-1",43,1300,1600,1700,1800,2200,2500,2700,2700,2700
"GET gold-2",42,1300,1500,1700,1900,2300,2600,3800,3800,3800
"GET gold-3",40,1300,1700,1800,2000,2400,2900,4200,4200,4200
"GET gold-4",43,1300,1500,1700,1800,2100,2400,4100,4100,4100
"GET gold-5",36,1700,1800,2000,2000,2300,2800,3300,3300,3300
"GET gold-6",42,1300,1600,1800,1800,2400,2800,4000,4000,4000
"GET gold-7",47,1200,1500,1600,1600,2000,2300,2500,2500,2500
"Total",336,1300,1600,1700,1800,2200,2500,3000,3800,4200
