"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET silver-0",29163273,7,8,9,10,12,15,21,30,131000
"GET silver-1",29160920,7,8,9,10,12,15,21,30,131000
"Total",58324193,7,8,9,10,12,15,21,30,131000
