"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET silver-0",1,31000,31000,31000,31000,31000,31000,31000,31000,31000
"GET silver-1",2,30000,30000,30000,30000,30000,30000,30000,30000,30000
"Total",3,30000,30000,31000,31000,31000,31000,31000,31000,31000
