"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET silver-0",49,710,1200,2100,2300,3000,3200,3500,3500,3500
"Total",49,710,1200,2100,2300,3000,3200,3500,3500,3500
