"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET gold-0",30,1900,2000,2200,2200,2700,3500,3900,3900,3900
"GET gold-1",31,1800,2000,2200,2300,2500,3000,3400,3400,3400
"Total",61,1900,2000,2200,2200,2600,3000,3500,3900,3900
