"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","gold-0",32,0,1800,1814,1050,2126,19,0.54
"GET","gold-1",32,0,1800,1812,983,2166,19,0.54
"GET","gold-2",32,0,1800,1835,1576,2095,19,0.54
"GET","gold-3",33,0,1800,1799,744,2100,19,0.56
"GET","gold-4",32,0,1800,1826,1464,2100,19,0.54
"GET","gold-5",32,0,1800,1808,872,2103,19,0.54
"GET","gold-6",32,0,1800,1818,1238,2125,19,0.54
"GET","gold-7",33,0,1800,1806,784,2107,19,0.56
"GET","gold-8",32,0,1800,1824,1480,2099,19,0.54
"GET","gold-9",33,0,1800,1783,691,2108,19,0.56
"None","Total",323,0,1800,1812,691,2166,19,5.46
