"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET silver-0",99,99,150,900,1300,2200,2700,3700,4100,4100
"GET silver-1",98,96,170,890,1100,2200,2700,3700,4000,4000
"Total",197,96,150,890,1100,2200,2700,3700,4000,4100
