"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET silver-0",54,940,1400,1600,1600,1700,1800,1800,1900,1900
"GET silver-1",54,890,1300,1600,1700,1800,1800,2000,2100,2100
"Total",108,890,1400,1600,1600,1700,1800,1900,2000,2100
