"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","gold-0",34,0,1700,1753,876,3044,19,0.58
"GET","gold-1",35,0,1600,1656,828,2783,19,0.59
"GET","gold-2",34,0,1700,1709,1048,2545,19,0.58
"GET","gold-3",32,0,1700,1830,1212,3890,19,0.54
"GET","gold-4",35,0,1600,1694,864,3038,19,0.59
"GET","gold-5",32,0,1700,1835,1095,3914,19,0.54
"GET","gold-6",35,0,1700,1686,1080,2993,19,0.59
"GET","gold-7",33,0,1700,1770,601,3610,19,0.56
"GET","gold-8",35,0,1700,1710,1006,2788,19,0.59
"GET","gold-9",35,0,1700,1675,1020,2400,19,0.59
"None","Total",340,0,1700,1730,601,3914,19,5.75
