"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","gold-0",33,0,1800,1791,1080,2681,19,0.55
"GET","gold-1",31,0,1800,1878,1163,2615,19,0.52
"GET","gold-2",33,0,1800,1798,1006,3484,19,0.55
"GET","gold-3",30,0,1800,1949,1293,3643,19,0.50
"GET","gold-4",32,0,1800,1869,1269,3561,19,0.54
"GET","gold-5",33,0,1800,1792,1104,2656,19,0.55
"GET","gold-6",33,0,1700,1745,1217,2587,19,0.55
"GET","gold-7",32,0,1800,1814,1189,2832,19,0.54
"GET","gold-8",34,0,1700,1733,941,2358,19,0.57
"GET","gold-9",31,0,1800,1879,1453,3252,19,0.52
"None","Total",322,0,1800,1823,941,3643,19,5.40
