"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET silver-0",12,4600,5000,5800,5800,5900,7600,7600,7600,7600
"GET silver-1",12,4300,5200,6400,6400,6500,7500,7500,7500,7500
"GET silver-2",13,4600,5000,5500,5500,5700,7600,7600,7600,7600
"GET silver-3",13,5000,5100,5100,5500,5700,7100,7100,7100,7100
"GET silver-4",12,4000,5300,6600,6600,6800,7100,7100,7100,7100
"GET silver-5",12,4100,5100,6700,6700,6800,7400,7400,7400,7400
"GET silver-6",13,5000,5200,5200,5400,5400,7300,7300,7300,7300
"GET silver-7",13,4600,4800,5000,5600,6300,7200,7200,7200,7200
"GET silver-8",12,4500,5200,6200,6200,6200,7500,7500,7500,7500
"Total",112,4600,5100,5600,5900,6700,7300,7500,7600,7600
