"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET silver-0",5,5200,15000,15000,31000,31000,31000,31000,31000,31000
"Total",5,5200,15000,15000,31000,31000,31000,31000,31000,31000
