"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET silver-0",22,3000,3300,3400,3700,4900,5300,5600,5600,5600
"Total",22,3000,3300,3400,3700,4900,5300,5600,5600,5600
