"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET silver-0",16,3900,4400,4900,4900,5400,5400,5400,5400,5400
"GET silver-1",16,3600,4800,5100,5100,5500,5800,5800,5800,5800
"GET silver-2",16,3400,4800,5200,5200,5600,5600,5600,5600,5600
"GET silver-3",16,3900,4600,4900,4900,5400,5400,5400,5400,5400
"GET silver-4",16,3500,4800,5100,5100,5600,5700,5700,5700,5700
"GET silver-5",16,3900,4800,5100,5100,5500,5900,5900,5900,5900
"GET silver-6",16,4000,4200,4900,4900,5400,5500,5500,5500,5500
"GET silver-7",16,3800,4900,5100,5100,5300,5400,5400,5400,5400
"GET silver-8",16,3700,4700,5200,5200,5500,5600,5600,5600,5600
"GET silver-9",16,3700,4800,5000,5000,5300,5500,5500,5500,5500
"Total",160,3600,4800,5000,5100,5400,5500,5600,5800,5900
