"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET silver-0",26,2500,2600,2700,2800,4400,5000,5400,5400,5400
"GET silver-1",26,2400,2700,2700,2800,4400,5000,5400,5400,5400
"Total",52,2400,2600,2700,2800,4400,5000,5400,5400,5400
