"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET silver-0",59,530,1400,1700,1800,2000,2600,2700,3200,3200
"Total",59,530,1400,1700,1800,2000,2600,2700,3200,3200
