"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET silver-0",215,58,75,110,440,1100,1300,1800,2000,2400
"GET silver-1",213,58,79,100,440,1100,1400,1800,2000,2400
"Total",428,58,76,110,440,1100,1300,1800,2000,2400
