"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","gold-0",36,0,1400,1644,382,3874,19,0.61
"GET","gold-1",52,0,1100,1138,268,3158,19,0.88
"GET","gold-2",41,0,1300,1442,378,4040,19,0.69
"GET","gold-3",40,0,1300,1490,303,4041,19,0.68
"GET","gold-4",36,0,1300,1637,611,4025,19,0.61
"GET","gold-5",39,0,1400,1524,431,4044,19,0.66
"GET","gold-6",40,0,1200,1460,288,3270,19,0.68
"GET","gold-7",44,0,1200,1330,298,4042,19,0.74
"GET","gold-8",45,0,1100,1290,288,3649,19,0.76
"GET","gold-9",36,0,1400,1640,650,3829,19,0.61
"None","Total",409,0,1300,1441,268,4044,19,6.92
