"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET gold-0",36,1400,1700,2100,2400,3000,3700,3900,3900,3900
"GET gold-1",52,1100,1300,1500,1600,1900,2300,2500,3200,3200
"GET gold-2",41,1300,1500,1600,1700,2800,2900,4000,4000,4000
"GET gold-3",40,1400,1400,1700,1900,3100,3600,4000,4000,4000
"GET gold-4",36,1300,1500,2300,2300,3200,3300,4000,4000,4000
"GET gold-5",39,1400,1500,1700,1800,2900,3400,4000,4000,4000
"GET gold-6",40,1300,1600,1700,1800,3200,3200,3300,3300,3300
"GET gold-7",44,1200,1500,1700,1800,2100,3500,4000,4000,4000
"GET gold-8",45,1100,1400,1600,1800,2200,3100,3600,3600,3600
"GET gold-9",36,1500,1600,2100,2200,3100,3500,3800,3800,3800
"Total",409,1300,1500,1700,1900,2700,3200,3600,4000,4000
