"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","gold-0",33,0,1800,1778,1597,1968,19,0.56
"GET","gold-1",34,0,1800,1743,760,1918,19,0.58
"GET","gold-2",34,0,1800,1722,612,1920,19,0.58
"GET","gold-3",34,0,1800,1749,844,1943,19,0.58
"GET","gold-4",33,0,1800,1766,1298,2002,19,0.56
"GET","gold-5",33,0,1800,1772,1589,1944,19,0.56
"GET","gold-6",33,0,1800,1763,1199,1985,19,0.56
"GET","gold-7",34,0,1800,1735,756,1924,19,0.58
"GET","gold-8",33,0,1800,1754,896,2001,19,0.56
"GET","gold-9",33,0,1800,1751,866,1961,19,0.56
"None","Total",334,0,1800,1753,612,2002,19,5.65
