"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET silver-0",18,3100,3600,4200,4300,5200,5500,5500,5500,5500
"GET silver-1",19,3000,3600,4100,4300,5300,5400,5400,5400,5400
"Total",37,3000,3600,4200,4300,5200,5400,5500,5500,5500
