"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET gold-0",37,1600,1700,1900,1900,2200,2400,2500,2500,2500
"GET gold-1",41,1500,1600,1700,1700,1900,2300,3600,3600,3600
"GET gold-2",37,1500,1700,1900,1900,2300,2300,2300,2300,2300
"GET gold-3",40,1400,1600,1700,1800,2100,2400,2600,2600,2600
"GET gold-4",37,1500,1700,1900,2000,2300,2400,4100,4100,4100
"GET gold-5",36,1500,1700,1900,1900,2500,2800,3400,3400,3400
"GET gold-6",40,1400,1700,1800,1800,2000,2600,2800,2800,2800
"GET gold-7",38,1500,1600,1800,1900,2200,2400,2700,2700,2700
"GET gold-8",37,1500,1600,1700,1800,2100,2400,4400,4400,4400
"GET gold-9",37,1500,1600,1700,1900,2300,2400,2500,2500,2500
"Total",380,1500,1600,1800,1900,2200,2400,2600,3400,4400
