"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","gold-0",37,0,1600,1573,612,2496,19,0.62
"GET","gold-1",41,0,1500,1457,646,3593,19,0.69
"GET","gold-2",37,0,1500,1565,504,2310,19,0.62
"GET","gold-3",40,0,1400,1465,594,2583,19,0.67
"GET","gold-4",37,0,1500,1599,795,4149,19,0.62
"GET","gold-5",36,0,1500,1616,629,3438,19,0.61
"GET","gold-6",40,0,1400,1483,725,2828,19,0.67
"GET","gold-7",38,0,1500,1527,728,2705,19,0.64
"GET","gold-8",37,0,1500,1582,682,4389,19,0.62
"GET","gold-9",37,0,1500,1557,574,2492,19,0.62
"None","Total",380,0,1500,1540,504,4389,19,6.40
