"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET silver-0",13,4400,5200,5500,6200,6300,7000,7000,7000,7000
"GET silver-1",13,4300,5100,5400,6300,6900,7000,7000,7000,7000
"GET silver-2",13,4200,4900,5600,5900,6100,7000,7000,7000,7000
"GET silver-3",13,4300,5300,5600,6700,6800,6900,6900,6900,6900
"GET silver-4",13,4100,5300,5800,5800,6400,7100,7100,7100,7100
"GET silver-5",13,4600,4700,5100,5200,6100,7500,7500,7500,7500
"GET silver-6",13,4400,4500,5300,5400,6000,7300,7300,7300,7300
"GET silver-7",13,4700,4900,5000,5200,6100,7200,7200,7200,7200
"Total",104,4400,5100,5400,5800,6700,7000,7200,7300,7500
