sep=;
Time;cpu/usage_rate.sum;cpu/request.sum;performance.gold.users
2019-08-05T22:22:10.000Z;undefined;null;2
2019-08-05T22:22:20.000Z;undefined;null;2
2019-08-05T22:22:30.000Z;undefined;null;2
2019-08-05T22:22:40.000Z;undefined;null;1
2019-08-05T22:22:50.000Z;undefined;null;1
2019-08-05T22:23:00.000Z;undefined;null;1
2019-08-05T22:23:10.000Z;undefined;null;1
2019-08-05T22:23:20.000Z;undefined;null;1
2019-08-05T22:23:30.000Z;undefined;null;1
2019-08-05T22:23:40.000Z;undefined;null;1
2019-08-05T22:23:50.000Z;undefined;null;1
2019-08-05T22:24:00.000Z;undefined;null;2
2019-08-05T22:24:10.000Z;undefined;null;2
2019-08-05T22:24:20.000Z;undefined;null;2
2019-08-05T22:24:30.000Z;undefined;750;2
2019-08-05T22:24:40.000Z;undefined;null;3
2019-08-05T22:24:50.000Z;undefined;null;3
2019-08-05T22:25:00.000Z;undefined;null;3
2019-08-05T22:25:10.000Z;undefined;null;4
2019-08-05T22:25:20.000Z;undefined;null;4
2019-08-05T22:25:30.000Z;undefined;null;4
2019-08-05T22:25:40.000Z;undefined;null;5
2019-08-05T22:25:50.000Z;undefined;null;5
2019-08-05T22:26:00.000Z;undefined;null;6
2019-08-05T22:26:10.000Z;undefined;null;10
2019-08-05T22:26:20.000Z;undefined;null;10
2019-08-05T22:26:30.000Z;undefined;null;10
2019-08-05T22:26:40.000Z;undefined;null;10
2019-08-05T22:26:50.000Z;undefined;null;10
2019-08-05T22:27:00.000Z;undefined;750;10
2019-08-05T22:27:10.000Z;undefined;null;10
2019-08-05T22:27:20.000Z;undefined;null;10
2019-08-05T22:27:30.000Z;undefined;null;10
2019-08-05T22:27:40.000Z;undefined;null;10
2019-08-05T22:27:50.000Z;undefined;null;10
2019-08-05T22:28:00.000Z;undefined;null;10
2019-08-05T22:28:10.000Z;undefined;null;10
2019-08-05T22:28:20.000Z;undefined;null;9
2019-08-05T22:28:30.000Z;undefined;null;9
2019-08-05T22:28:40.000Z;undefined;null;8
2019-08-05T22:28:50.000Z;undefined;null;7
2019-08-05T22:29:00.000Z;undefined;null;6
2019-08-05T22:29:10.000Z;undefined;null;6
2019-08-05T22:29:20.000Z;undefined;null;5
2019-08-05T22:29:30.000Z;undefined;1000;4
2019-08-05T22:29:40.000Z;undefined;null;3
2019-08-05T22:29:50.000Z;undefined;null;3
2019-08-05T22:30:00.000Z;undefined;null;2
2019-08-05T22:30:10.000Z;undefined;null;1
2019-08-05T22:30:20.000Z;undefined;null;1
2019-08-05T22:30:30.000Z;undefined;null;1
2019-08-05T22:30:40.000Z;undefined;null;1
2019-08-05T22:30:50.000Z;undefined;null;0
2019-08-05T22:31:00.000Z;undefined;null;0
2019-08-05T22:31:10.000Z;undefined;null;0
2019-08-05T22:31:20.000Z;undefined;null;0
2019-08-05T22:31:30.000Z;undefined;null;0
2019-08-05T22:31:40.000Z;undefined;null;0
2019-08-05T22:31:50.000Z;undefined;null;0
2019-08-05T22:32:00.000Z;undefined;1000;0
2019-08-05T22:32:10.000Z;undefined;null;0
2019-08-05T22:32:20.000Z;undefined;null;0
2019-08-05T22:04:03.000Z;undefined;null;undefined
2019-08-05T22:04:04.000Z;undefined;null;undefined
2019-08-05T22:04:05.000Z;undefined;null;undefined
2019-08-05T22:04:06.000Z;undefined;null;undefined
2019-08-05T22:04:07.000Z;undefined;null;undefined
2019-08-05T22:04:08.000Z;undefined;null;undefined
2019-08-05T22:04:09.000Z;undefined;null;undefined
2019-08-05T22:04:10.000Z;undefined;null;undefined
2019-08-05T22:04:11.000Z;undefined;null;undefined
2019-08-05T22:04:12.000Z;undefined;null;undefined
2019-08-05T22:04:13.000Z;undefined;null;undefined
2019-08-05T22:04:14.000Z;undefined;null;undefined
2019-08-05T22:04:15.000Z;undefined;1250;undefined
2019-08-05T22:04:16.000Z;undefined;null;undefined
2019-08-05T22:04:17.000Z;undefined;null;undefined
2019-08-05T22:04:18.000Z;undefined;null;undefined
2019-08-05T22:04:19.000Z;undefined;null;undefined
2019-08-05T22:04:20.000Z;undefined;null;undefined
2019-08-05T22:04:21.000Z;undefined;null;undefined
2019-08-05T22:04:22.000Z;undefined;null;undefined
2019-08-05T22:04:23.000Z;undefined;null;undefined
2019-08-05T22:04:24.000Z;undefined;null;undefined
2019-08-05T22:04:25.000Z;undefined;null;undefined
2019-08-05T22:04:26.000Z;undefined;null;undefined
2019-08-05T22:04:27.000Z;undefined;null;undefined
2019-08-05T22:04:28.000Z;undefined;null;undefined
2019-08-05T22:04:29.000Z;undefined;null;undefined
2019-08-05T22:04:30.000Z;undefined;1250;undefined
2019-08-05T22:04:31.000Z;undefined;null;undefined
2019-08-05T22:04:32.000Z;undefined;null;undefined
2019-08-05T22:04:33.000Z;undefined;null;undefined
2019-08-05T22:04:34.000Z;undefined;null;undefined
2019-08-05T22:04:35.000Z;undefined;null;undefined
2019-08-05T22:04:36.000Z;undefined;null;undefined
2019-08-05T22:04:37.000Z;undefined;null;undefined
2019-08-05T22:04:38.000Z;undefined;null;undefined
2019-08-05T22:04:39.000Z;undefined;null;undefined
2019-08-05T22:04:40.000Z;undefined;null;undefined
2019-08-05T22:04:41.000Z;undefined;null;undefined
2019-08-05T22:04:42.000Z;undefined;null;undefined
2019-08-05T22:04:43.000Z;undefined;null;undefined
2019-08-05T22:04:44.000Z;undefined;null;undefined
2019-08-05T22:04:45.000Z;undefined;1250;undefined
2019-08-05T22:04:46.000Z;undefined;null;undefined
2019-08-05T22:04:47.000Z;undefined;null;undefined
2019-08-05T22:04:48.000Z;undefined;null;undefined
2019-08-05T22:04:49.000Z;undefined;null;undefined
2019-08-05T22:04:50.000Z;undefined;null;undefined
2019-08-05T22:04:51.000Z;undefined;null;undefined
2019-08-05T22:04:52.000Z;undefined;null;undefined
2019-08-05T22:04:53.000Z;undefined;null;undefined
2019-08-05T22:04:54.000Z;undefined;null;undefined
2019-08-05T22:04:55.000Z;undefined;null;undefined
2019-08-05T22:04:56.000Z;undefined;null;undefined
2019-08-05T22:04:57.000Z;undefined;null;undefined
2019-08-05T22:04:58.000Z;undefined;null;undefined
2019-08-05T22:04:59.000Z;undefined;null;undefined
2019-08-05T22:05:00.000Z;undefined;1250;undefined
2019-08-05T22:05:01.000Z;undefined;null;undefined
2019-08-05T22:05:02.000Z;undefined;null;undefined
2019-08-05T22:05:03.000Z;undefined;null;undefined
2019-08-05T22:05:04.000Z;undefined;null;undefined
2019-08-05T22:05:05.000Z;undefined;null;undefined
2019-08-05T22:05:06.000Z;undefined;null;undefined
2019-08-05T22:05:07.000Z;undefined;null;undefined
2019-08-05T22:05:08.000Z;undefined;null;undefined
2019-08-05T22:05:09.000Z;undefined;null;undefined
2019-08-05T22:05:10.000Z;undefined;null;undefined
2019-08-05T22:05:11.000Z;undefined;null;undefined
2019-08-05T22:05:12.000Z;undefined;null;undefined
2019-08-05T22:05:13.000Z;undefined;null;undefined
2019-08-05T22:05:14.000Z;undefined;null;undefined
2019-08-05T22:05:15.000Z;undefined;1250;undefined
2019-08-05T22:05:16.000Z;undefined;null;undefined
2019-08-05T22:05:17.000Z;undefined;null;undefined
2019-08-05T22:05:18.000Z;undefined;null;undefined
2019-08-05T22:05:19.000Z;undefined;null;undefined
2019-08-05T22:05:20.000Z;undefined;null;undefined
2019-08-05T22:05:21.000Z;undefined;null;undefined
2019-08-05T22:05:22.000Z;undefined;null;undefined
2019-08-05T22:05:23.000Z;undefined;null;undefined
2019-08-05T22:05:24.000Z;undefined;null;undefined
2019-08-05T22:05:25.000Z;undefined;null;undefined
2019-08-05T22:05:26.000Z;undefined;null;undefined
2019-08-05T22:05:27.000Z;undefined;null;undefined
2019-08-05T22:05:28.000Z;undefined;null;undefined
2019-08-05T22:05:29.000Z;undefined;null;undefined
2019-08-05T22:05:30.000Z;undefined;1250;undefined
2019-08-05T22:05:31.000Z;undefined;null;undefined
2019-08-05T22:05:32.000Z;undefined;null;undefined
2019-08-05T22:05:33.000Z;undefined;null;undefined
2019-08-05T22:05:34.000Z;undefined;null;undefined
2019-08-05T22:05:35.000Z;undefined;null;undefined
2019-08-05T22:05:36.000Z;undefined;null;undefined
2019-08-05T22:05:37.000Z;undefined;null;undefined
2019-08-05T22:05:38.000Z;undefined;null;undefined
2019-08-05T22:05:39.000Z;undefined;null;undefined
2019-08-05T22:05:40.000Z;undefined;null;undefined
2019-08-05T22:05:41.000Z;undefined;null;undefined
2019-08-05T22:05:42.000Z;undefined;null;undefined
2019-08-05T22:05:43.000Z;undefined;null;undefined
2019-08-05T22:05:44.000Z;undefined;null;undefined
2019-08-05T22:05:45.000Z;undefined;1250;undefined
2019-08-05T22:05:46.000Z;undefined;null;undefined
2019-08-05T22:05:47.000Z;undefined;null;undefined
2019-08-05T22:05:48.000Z;undefined;null;undefined
2019-08-05T22:05:49.000Z;undefined;null;undefined
2019-08-05T22:05:50.000Z;undefined;null;undefined
2019-08-05T22:05:51.000Z;undefined;null;undefined
2019-08-05T22:05:52.000Z;undefined;null;undefined
2019-08-05T22:05:53.000Z;undefined;null;undefined
2019-08-05T22:05:54.000Z;undefined;null;undefined
2019-08-05T22:05:55.000Z;undefined;null;undefined
2019-08-05T22:05:56.000Z;undefined;null;undefined
2019-08-05T22:05:57.000Z;undefined;null;undefined
2019-08-05T22:05:58.000Z;undefined;null;undefined
2019-08-05T22:05:59.000Z;undefined;null;undefined
2019-08-05T22:06:00.000Z;undefined;1250;undefined
2019-08-05T22:06:01.000Z;undefined;null;undefined
2019-08-05T22:06:02.000Z;undefined;null;undefined
2019-08-05T22:06:03.000Z;undefined;null;undefined
2019-08-05T22:06:04.000Z;undefined;null;undefined
2019-08-05T22:06:05.000Z;undefined;null;undefined
2019-08-05T22:06:06.000Z;undefined;null;undefined
2019-08-05T22:06:07.000Z;undefined;null;undefined
2019-08-05T22:06:08.000Z;undefined;null;undefined
2019-08-05T22:06:09.000Z;undefined;null;undefined
2019-08-05T22:06:10.000Z;undefined;null;undefined
2019-08-05T22:06:11.000Z;undefined;null;undefined
2019-08-05T22:06:12.000Z;undefined;null;undefined
2019-08-05T22:06:13.000Z;undefined;null;undefined
2019-08-05T22:06:14.000Z;undefined;null;undefined
2019-08-05T22:06:15.000Z;undefined;1250;undefined
2019-08-05T22:06:16.000Z;undefined;null;undefined
2019-08-05T22:06:17.000Z;undefined;null;undefined
2019-08-05T22:06:18.000Z;undefined;null;undefined
2019-08-05T22:06:19.000Z;undefined;null;undefined
2019-08-05T22:06:20.000Z;undefined;null;undefined
2019-08-05T22:06:21.000Z;undefined;null;undefined
