"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET silver-0",41,1500,1800,1900,2600,3000,3100,3200,3200,3200
"Total",41,1500,1800,1900,2600,3000,3100,3200,3200,3200
