"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","silver-0",41,0,1500,1459,297,3190,19,0.69
"None","Total",41,0,1500,1459,297,3190,19,0.69
