"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET silver-0",20,3000,3400,3900,4500,4900,5300,5300,5300,5300
"GET silver-1",19,3200,3500,4000,4200,4800,4900,4900,4900,4900
"GET silver-2",19,3200,3500,4200,4400,4900,5000,5000,5000,5000
"GET silver-3",20,3000,3300,3700,4500,5000,5000,5000,5000,5000
"GET silver-4",19,3200,3400,3900,4000,4900,5000,5000,5000,5000
"GET silver-5",19,3200,3700,3900,3900,4600,5500,5500,5500,5500
"GET silver-6",19,3100,3200,4000,4600,4600,5400,5400,5400,5400
"GET silver-7",19,3200,3300,4200,4500,4900,5100,5100,5100,5100
"GET silver-8",19,3100,3400,4000,4000,5100,5700,5700,5700,5700
"GET silver-9",19,3200,3700,3800,3800,4800,5200,5200,5200,5200
"Total",192,3100,3400,3900,4000,4700,5000,5300,5500,5700
