"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"GET gold-0",35,1700,1900,2000,2000,2100,2400,2500,2500,2500
"GET gold-1",33,1800,2000,2100,2100,2500,2600,2800,2800,2800
"GET gold-2",34,1800,2000,2100,2200,2300,2400,2600,2600,2600
"GET gold-3",32,1900,2000,2100,2100,2400,2600,2800,2800,2800
"GET gold-4",36,1700,1900,2000,2000,2200,2400,2500,2500,2500
"GET gold-5",35,1800,2000,2000,2100,2200,2400,2600,2600,2600
"GET gold-6",34,1800,1900,2000,2100,2400,2500,2700,2700,2700
"GET gold-7",34,1700,1900,2000,2100,2200,2300,2700,2700,2700
"Total",273,1800,1900,2000,2100,2300,2500,2600,2700,2800
